timestamp,missionName,lastMissionState,missionEvent
14:00:07:1092,,,
14:00:19:0779,,success,
14:00:21:0469,,success,
14:00:22:6817,,success,
14:00:24:3772,,success,
14:00:25:8287,,failed,
14:00:28:1759,,failed,
14:00:29:9526,,success,
14:00:32:4985,,success,
14:00:33:9943,,success,
14:00:35:5830,,failed,
14:00:37:2792,,success,
14:00:39:0342,,success,
14:00:42:4822,,success,
14:00:44:5678,,failed,
