timestamp,PointerPosition,missionName,lastMissionState,missionEvent
15:41:27:3302,"(0.00, 0.00)",,,
15:41:27:3425,"(0.00, 0.00)",,,
15:41:27:3516,"(0.00, 0.00)",,,
15:41:27:3632,"(0.00, 0.00)",,,
15:41:27:3736,"(0.00, 0.00)",,,
15:41:27:3832,"(0.00, 0.00)",,,
15:41:27:3893,"(0.00, 0.00)",,,
15:41:27:3995,"(0.00, 0.00)",,,
15:41:27:4051,"(0.00, 0.00)",,,
15:41:27:4155,"(0.00, 0.00)",,,
15:41:27:4237,"(0.00, 0.00)",,,
15:41:27:4314,"(0.00, 0.00)",,,
15:41:27:4386,"(0.00, 0.00)",,,
15:41:27:4464,"(0.00, 0.00)",,,
15:41:27:4563,"(0.00, 0.00)",,,
15:41:27:4661,"(0.00, 0.00)",,,
15:41:27:4722,"(0.00, 0.00)",,,
15:41:27:4834,"(0.00, 0.00)",,,
15:41:27:4935,"(0.00, 0.00)",,,
15:41:27:5016,"(0.00, 0.00)",,,
15:41:27:5098,"(0.00, 0.00)",,,
15:41:27:5209,"(0.00, 0.00)",,,
15:41:27:5326,"(0.00, 0.00)",,,
15:41:27:5454,"(0.00, 0.00)",,,
15:41:27:5551,"(0.00, 0.00)",,,
15:41:27:5648,"(0.00, 0.00)",,,
15:41:27:5755,"(0.00, 0.00)",,,
15:41:27:5821,"(0.00, 0.00)",,,
15:41:27:5915,"(0.00, 0.00)",,,
15:41:27:6047,"(0.00, 0.00)",,,
15:41:27:6164,"(0.00, 0.00)",,,
15:41:27:6223,"(0.00, 0.00)",,,
15:41:27:6344,"(0.00, 0.00)",,,
15:41:27:6442,"(0.00, 0.00)",,,
15:41:27:6524,"(0.00, 0.00)",,,
15:41:27:6641,"(0.00, 0.00)",,,
15:41:27:6742,"(0.00, 0.00)",,,
15:41:27:6819,"(0.00, 0.00)",,,
15:41:27:6930,"(0.00, 0.00)",,,
15:41:27:7024,"(0.00, 0.00)",,,
15:41:27:7121,"(0.00, 0.00)",,,
15:41:27:7188,"(0.00, 0.00)",,,
15:41:27:7294,"(0.00, 0.00)",,,
15:41:27:7464,"(0.00, 0.00)",,,
15:41:27:7565,"(0.00, 0.00)",,,
15:41:27:7657,"(0.00, 0.00)",,,
15:41:27:7762,"(0.00, 0.00)",,,
15:41:27:7864,"(0.00, 0.00)",,,
15:41:27:7946,"(0.00, 0.00)",,,
15:41:27:8057,"(0.00, 0.00)",,,
15:41:27:8205,"(0.00, 0.00)",,,
15:41:27:8328,"(0.00, 0.00)",,,
15:41:27:8467,"(0.00, 0.00)",,,
15:41:27:8568,"(0.00, 0.00)",,,
15:41:27:8701,"(0.00, 0.00)",,,
15:41:27:8835,"(0.00, 0.00)",,,
15:41:27:8996,"(0.00, 0.00)",,,
15:41:27:9137,"(0.00, 0.00)",,,
15:41:27:9279,"(0.00, 0.00)",,,
15:41:27:9416,"(0.00, 0.00)",,,
15:41:27:9542,"(0.00, 0.00)",,,
15:41:27:9681,"(0.00, 0.00)",,,
15:41:27:9832,"(0.00, 0.00)",,,
15:41:27:9997,"(0.00, 0.00)",,,
15:41:28:0157,"(0.00, 0.00)",,,
15:41:28:0310,"(0.00, 0.00)",,,
15:41:28:0468,"(0.00, 0.00)",,,
15:41:28:0633,"(0.00, 0.00)",,,
15:41:28:0799,"(0.00, 0.00)",,,
15:41:28:0948,"(0.00, 0.00)",,,
15:41:28:1107,"(0.00, 0.00)",,,
15:41:28:1280,"(0.00, 0.00)",,,
15:41:28:1457,"(0.00, 0.00)",,,
15:41:28:1616,"(0.00, 0.00)",,,
15:41:28:1794,"(0.00, 0.00)",,,
15:41:28:1989,"(0.00, 0.00)",,,
15:41:28:2293,"(0.00, 0.00)",,,
15:41:28:2546,"(0.00, 0.00)",,,
15:41:28:2831,"(0.00, 0.00)",,,
15:41:28:3039,"(0.00, 0.00)",,,
15:41:28:3155,"(0.00, 0.00)",,,
15:41:28:3257,"(0.00, 0.00)",,,
15:41:28:3368,"(0.00, 0.00)",,,
15:41:28:3489,"(0.00, 0.00)",,,
15:41:28:3612,"(0.00, 0.00)",,,
15:41:28:3736,"(0.00, 0.00)",,,
15:41:28:3853,"(0.00, 0.00)",,,
15:41:28:3979,"(0.00, 0.00)",,,
15:41:28:4101,"(0.00, 0.00)",,,
15:41:28:4246,"(0.00, 0.00)",,,
15:41:28:4408,"(0.00, 0.00)",,,
15:41:28:4573,"(0.00, 0.00)",,,
15:41:28:4720,"(0.00, 0.00)",,,
15:41:28:4878,"(0.00, 0.00)",,,
15:41:28:5005,"(0.00, 0.00)",,,
15:41:28:5141,"(0.00, 0.00)",,,
15:41:28:5268,"(0.00, 0.00)",,,
15:41:28:5393,"(0.00, 0.00)",,,
15:41:28:5504,"(0.00, 0.00)",,,
15:41:28:5640,"(0.00, 0.00)",,,
15:41:28:5736,"(0.00, 0.00)",,,
15:41:28:5867,"(0.00, 0.00)",,,
15:41:28:5988,"(0.00, 0.00)",,,
15:41:28:6106,"(0.00, 0.00)",,,
15:41:28:6208,"(0.00, 0.00)",,,
15:41:28:6310,"(0.00, 0.00)",,,
15:41:28:6411,"(0.00, 0.00)",,,
15:41:28:6519,"(0.00, 0.00)",,,
15:41:28:6630,"(0.00, 0.00)",,,
15:41:28:6718,"(0.00, 0.00)",,,
15:41:28:6812,"(0.00, 0.00)",,,
15:41:28:6883,"(0.00, 0.00)",,,
15:41:28:6964,"(0.00, 0.00)",,,
15:41:28:7039,"(0.00, 0.00)",,,
15:41:28:7126,"(0.00, 0.00)",,,
15:41:28:7198,"(0.00, 0.00)",,,
15:41:28:7281,"(0.00, 0.00)",,,
15:41:28:7361,"(0.00, 0.00)",,,
15:41:28:7439,"(0.00, 0.00)",,,
15:41:28:7516,"(0.00, 0.00)",,,
15:41:28:7585,"(0.00, 0.00)",,,
15:41:28:7674,"(0.00, 0.00)",,,
15:41:28:7752,"(0.00, 0.00)",,,
15:41:28:7829,"(0.00, 0.00)",,,
15:41:28:7894,"(0.00, 0.00)",,,
15:41:28:7982,"(0.00, 0.00)",,,
15:41:28:8048,"(0.00, 0.00)",,,
15:41:28:8161,"(0.00, 0.00)",,,
15:41:28:8277,"(0.00, 0.00)",,,
15:41:28:8414,"(0.00, 0.00)",,,
15:41:28:8542,"(0.00, 0.00)",,,
15:41:28:8666,"(0.00, 0.00)",,,
15:41:28:8778,"(0.00, 0.00)",,,
15:41:28:8895,"(0.00, 0.00)",,,
15:41:28:9022,"(0.00, 0.00)",,,
15:41:28:9151,"(0.00, 0.00)",,,
15:41:28:9278,"(0.00, 0.00)",,,
15:41:28:9429,"(0.00, 0.00)",,,
15:41:28:9556,"(0.00, 0.00)",,,
15:41:28:9702,"(0.00, 0.00)",,,
15:41:28:9869,"(0.00, 0.00)",,,
15:41:29:0053,"(0.00, 0.00)",,,
15:41:29:0198,"(0.00, 0.00)",,,
15:41:29:0345,"(0.00, 0.00)",,,
15:41:29:0506,"(0.00, 0.00)",,,
15:41:29:0653,"(0.00, 0.00)",,,
15:41:29:0782,"(0.00, 0.00)",,,
15:41:29:0942,"(0.00, 0.00)",,,
15:41:29:1065,"(0.00, 0.00)",,,
15:41:29:1181,"(0.00, 0.00)",,,
15:41:29:1330,"(0.00, 0.00)",,,
15:41:29:1492,"(0.00, 0.00)",,,
15:41:29:1635,"(0.00, 0.00)",,,
15:41:29:1804,"(0.00, 0.00)",,,
15:41:29:1965,"(0.00, 0.00)",,,
15:41:29:2117,"(0.00, 0.00)",,,
15:41:29:2269,"(0.00, 0.00)",,,
15:41:29:2439,"(0.00, 0.00)",,,
15:41:29:2606,"(0.00, 0.00)",,,
15:41:29:2763,"(0.00, 0.00)",,,
15:41:29:2936,"(0.00, 0.00)",,,
15:41:29:3102,"(0.00, 0.00)",,,
15:41:29:3224,"(0.00, 0.00)",,,
15:41:29:3354,"(0.00, 0.00)",,,
15:41:29:3474,"(0.00, 0.00)",,,
15:41:29:3606,"(0.00, 0.00)",,,
15:41:29:3755,"(0.00, 0.00)",,,
15:41:29:3898,"(0.00, 0.00)",,,
15:41:29:4047,"(0.00, 0.00)",,,
15:41:29:4199,"(0.00, 0.00)",,,
15:41:29:4387,"(0.00, 0.00)",,,
15:41:29:4542,"(0.00, 0.00)",,,
15:41:29:4674,"(0.00, 0.00)",,,
15:41:29:4838,"(0.00, 0.00)",,,
15:41:29:4972,"(0.00, 0.00)",,,
15:41:29:5123,"(0.00, 0.00)",,,
15:41:29:5268,"(0.00, 0.00)",,,
15:41:29:5412,"(0.00, 0.00)",,,
15:41:29:5566,"(0.00, 0.00)",,,
15:41:29:5695,"(0.00, 0.00)",,,
15:41:29:5816,"(0.00, 0.00)",,,
15:41:29:5931,"(0.00, 0.00)",,,
15:41:29:6073,"(0.00, 0.00)",,,
15:41:29:6200,"(0.00, 0.00)",,,
15:41:29:6327,"(0.00, 0.00)",,,
15:41:29:6459,"(0.00, 0.00)",,,
15:41:29:6611,"(0.00, 0.00)",,,
15:41:29:6817,"(0.00, 0.00)",,,
15:41:29:6972,"(0.00, 0.00)",,,
15:41:29:7164,"(0.00, 0.00)",,,
15:41:29:7320,"(0.00, 0.00)",,,
15:41:29:7472,"(0.00, 0.00)",,,
15:41:29:7643,"(0.00, 0.00)",,,
15:41:29:7839,"(0.00, 0.00)",,,
15:41:29:7990,"(0.00, 0.00)",,,
15:41:29:8142,"(0.00, 0.00)",,,
15:41:29:8332,"(0.00, 0.00)",,,
15:41:29:8515,"(0.00, 0.00)",,,
15:41:29:8698,"(0.00, 0.00)",,,
15:41:29:8906,"(0.00, 0.00)",,,
15:41:29:9094,"(0.00, 0.00)",,,
15:41:29:9281,"(0.00, 0.00)",,,
15:41:29:9514,"(0.00, 0.00)",,,
15:41:30:0474,"(-52.25, 174.50)",,,
15:41:30:0769,"(-52.25, 174.50)",,,
15:41:30:0993,"(-52.25, 174.50)",,,
15:41:30:1264,"(-52.25, 174.50)",,,
15:41:30:1483,"(-52.25, 174.50)",,,
15:41:30:1751,"(-52.25, 174.50)",,,
15:41:30:1964,"(-52.25, 174.50)",,,
15:41:30:2168,"(-52.25, 174.50)",,,
15:41:30:2432,"(-52.25, 174.50)",,,
15:41:30:2645,"(-52.25, 174.50)",,,
15:41:30:2869,"(-52.25, 174.50)",,,
15:41:30:3065,"(-52.25, 174.50)",,,
15:41:30:3237,"(-52.25, 174.50)",,,
15:41:30:3413,"(-52.25, 174.50)",,,
15:41:30:3608,"(-52.25, 174.50)",,,
15:41:30:3863,"(-52.25, 174.50)",,,
15:41:30:4077,"(-52.25, 174.50)",,,
15:41:30:4222,"(-52.25, 174.50)",,,
15:41:30:4385,"(-52.25, 174.50)",,,
15:41:30:4557,"(-52.25, 174.50)",,,
15:41:30:4709,"(-52.25, 174.50)",,,
15:41:30:4827,"(-52.25, 174.50)",,,
15:41:30:4937,"(-52.25, 174.50)",,,
15:41:30:5038,"(-52.25, 174.50)",,,
15:41:30:5129,"(-52.25, 174.50)",,,
15:41:30:5209,"(-52.25, 174.50)",,,
15:41:30:5315,"(-52.25, 174.50)",,,
15:41:30:5396,"(-52.25, 174.50)",,,
15:41:30:5476,"(-52.25, 174.50)",,,
15:41:30:5572,"(-52.25, 174.50)",,,
15:41:30:5715,"(-52.25, 174.50)",,,
15:41:30:5791,"(-52.25, 174.50)",,,
15:41:30:5892,"(-52.25, 174.50)",,,
15:41:30:5986,"(-52.25, 174.50)",,,
15:41:30:6092,"(-52.25, 174.50)",,,
15:41:30:6203,"(-52.25, 174.50)",,,
15:41:30:6294,"(-52.25, 174.50)",,,
15:41:30:6390,"(-52.25, 174.50)",,,
15:41:30:6470,"(-52.25, 174.50)",,,
15:41:30:6567,"(-52.25, 174.50)",,,
15:41:30:6663,"(-52.25, 174.50)",,,
15:41:30:6755,"(-52.25, 174.50)",,,
15:41:30:6853,"(-52.25, 174.50)",,,
15:41:30:6935,"(-52.25, 174.50)",,,
15:41:30:7016,"(-52.25, 174.50)",,,
15:41:30:7093,"(-52.25, 174.50)",,,
15:41:30:7215,"(-52.25, 174.50)",,,
15:41:30:7294,"(-52.25, 174.50)",,,
15:41:30:7376,"(-52.25, 174.50)",,,
15:41:30:7495,"(-52.25, 174.50)",,,
15:41:30:7595,"(-52.25, 174.50)",,,
15:41:30:7692,"(-52.25, 174.50)",,,
15:41:30:7790,"(-52.25, 174.50)",,,
15:41:30:7873,"(-52.25, 174.50)",,,
15:41:30:7970,"(-52.25, 174.50)",,,
15:41:30:8047,"(-52.25, 174.50)",,,
15:41:30:8147,"(-52.25, 174.50)",,,
15:41:30:8229,"(-52.25, 174.50)",,,
15:41:30:8316,"(-52.25, 174.50)",,,
15:41:30:8441,"(-52.25, 174.50)",,,
15:41:30:8564,"(-52.25, 174.50)",,,
15:41:30:8699,"(-52.25, 174.50)",,,
15:41:30:8833,"(-52.25, 174.50)",,,
15:41:30:8963,"(-52.25, 174.50)",,,
15:41:30:9081,"(-52.25, 174.50)",,,
15:41:30:9213,"(-52.25, 174.50)",,,
15:41:30:9357,"(-52.25, 174.50)",,,
15:41:30:9544,"(-10.25, 189.50)",,,
15:41:30:9709,"(-5.25, 191.50)",,,
15:41:30:9883,"(-0.25, 194.50)",,,
15:41:31:0098,"(2.75, 196.50)",,,
15:41:31:0216,"(2.75, 196.50)",,,
15:41:31:0341,"(2.75, 196.50)",,,
15:41:31:0479,"(2.75, 196.50)",,,
15:41:31:0608,"(2.75, 196.50)",,,
15:41:31:0746,"(2.75, 196.50)",,,
15:41:31:0873,"(2.75, 196.50)",,,
15:41:31:1001,"(2.75, 196.50)",,,
15:41:31:1144,"(2.75, 196.50)",,,
15:41:31:1290,"(2.75, 196.50)",,,
15:41:31:1377,"(2.75, 196.50)",,,
15:41:31:1463,"(2.75, 196.50)",,,
15:41:31:1539,"(2.75, 196.50)",,,
15:41:31:1631,"(2.75, 196.50)",,,
15:41:31:1710,"(2.75, 196.50)",,,
15:41:31:1802,"(2.75, 196.50)",,,
15:41:31:1884,"(2.75, 196.50)",,,
15:41:31:1967,"(2.75, 196.50)",,,
15:41:31:2048,"(2.75, 196.50)",,,
15:41:31:2144,"(2.75, 196.50)",,,
15:41:31:2227,"(2.75, 196.50)",,,
15:41:31:2323,"(2.75, 196.50)",,,
15:41:31:2430,"(2.75, 196.50)",,,
15:41:31:2511,"(2.75, 196.50)",,,
15:41:31:2608,"(2.75, 196.50)",,,
15:41:31:2694,"(2.75, 196.50)",,,
15:41:31:2791,"(2.75, 196.50)",,,
15:41:31:2868,"(2.75, 196.50)",,,
15:41:31:2968,"(2.75, 196.50)",,,
15:41:31:3044,"(2.75, 196.50)",,,
15:41:31:3135,"(2.75, 196.50)",,,
15:41:31:3216,"(2.75, 196.50)",,,
15:41:31:3312,"(2.75, 196.50)",,,
15:41:31:3405,"(2.75, 196.50)",,,
15:41:31:3492,"(2.75, 196.50)",,,
15:41:31:3583,"(2.75, 196.50)",,,
15:41:31:3665,"(2.75, 196.50)",,,
15:41:31:3798,"(9.75, 214.50)",,,
15:41:31:3894,"(24.75, 219.50)",,,
15:41:31:3992,"(24.75, 219.50)",,,
15:41:31:4100,"(49.75, 231.50)",,,
15:41:31:4207,"(62.75, 236.50)",,,
15:41:31:4322,"(82.75, 244.50)",,,
15:41:31:4424,"(89.75, 246.50)",,,
15:41:31:4541,"(94.75, 249.50)",,,
15:41:31:4638,"(94.75, 249.50)",,,
15:41:31:4745,"(97.75, 251.50)",,,
15:41:31:4825,"(97.75, 251.50)",,,
15:41:31:4915,"(97.75, 251.50)",,,
15:41:31:5006,"(97.75, 251.50)",,,
15:41:31:5098,"(97.75, 251.50)",,,
15:41:31:5185,"(97.75, 251.50)",,,
15:41:31:5278,"(97.75, 251.50)",,,
15:41:31:5363,"(97.75, 251.50)",,,
15:41:31:5454,"(97.75, 251.50)",,,
15:41:31:5539,"(97.75, 251.50)",,,
15:41:31:5635,"(97.75, 251.50)",,,
15:41:31:5720,"(97.75, 251.50)",,,
15:41:31:5811,"(97.75, 251.50)",,,
15:41:31:5896,"(97.75, 251.50)",,,
15:41:31:5984,"(97.75, 251.50)",,,
15:41:31:6070,"(97.75, 251.50)",,,
15:41:31:6166,"(97.75, 251.50)",,,
15:41:31:6256,"(97.75, 251.50)",,,
15:41:31:6342,"(97.75, 251.50)",,,
15:41:31:6428,"(97.75, 251.50)",,,
15:41:31:6514,"(97.75, 251.50)",,,
15:41:31:6603,"(97.75, 251.50)",,,
15:41:31:6684,"(97.75, 251.50)",,,
15:41:31:6791,"(97.75, 251.50)",,,
15:41:31:6867,"(97.75, 251.50)",,,
15:41:31:6964,"(97.75, 251.50)",,,
15:41:31:7046,"(97.75, 251.50)",,,
15:41:31:7138,"(97.75, 251.50)",,,
15:41:31:7224,"(97.75, 251.50)",,,
15:41:31:7310,"(97.75, 251.50)",,,
15:41:31:7398,"(97.75, 251.50)",,,
15:41:31:7496,"(97.75, 251.50)",,,
15:41:31:7582,"(97.75, 251.50)",,,
15:41:31:7663,"(97.75, 251.50)",,,
15:41:31:7763,"(97.75, 251.50)",,,
15:41:31:7851,"(97.75, 251.50)",,,
15:41:31:7933,"(97.75, 251.50)",,,
15:41:31:8025,"(97.75, 251.50)",,,
15:41:31:8115,"(97.75, 251.50)",,,
15:41:31:8201,"(97.75, 251.50)",,,
15:41:31:8298,"(97.75, 251.50)",,,
15:41:31:8378,"(97.75, 251.50)",,,
15:41:31:8474,"(97.75, 251.50)",,,
15:41:31:8601,"(97.75, 251.50)",,,
15:41:31:8728,"(97.75, 251.50)",,,
15:41:31:8864,"(97.75, 251.50)",,,
15:41:31:9006,"(97.75, 251.50)",,,
15:41:31:9147,"(97.75, 251.50)",,,
15:41:31:9295,"(97.75, 251.50)",,,
15:41:31:9411,"(97.75, 251.50)",,,
15:41:31:9542,"(97.75, 251.50)",,,
15:41:31:9674,"(97.75, 251.50)",,,
15:41:31:9832,"(97.75, 251.50)",,,
15:41:31:9986,"(97.75, 251.50)",,,
15:41:32:0129,"(97.75, 251.50)",,,
15:41:32:0256,"(97.75, 251.50)",,,
15:41:32:0388,"(97.75, 251.50)",,,
15:41:32:0516,"(97.75, 251.50)",,,
15:41:32:0653,"(97.75, 251.50)",,,
15:41:32:0790,"(97.75, 251.50)",,,
15:41:32:0911,"(97.75, 251.50)",,,
15:41:32:1053,"(97.75, 251.50)",,,
15:41:32:1180,"(97.75, 251.50)",,,
15:41:32:1323,"(97.75, 251.50)",,,
15:41:32:1445,"(97.75, 251.50)",,,
15:41:32:1579,"(97.75, 251.50)",,,
15:41:32:1732,"(97.75, 251.50)",,,
15:41:32:1873,"(97.75, 251.50)",,,
15:41:32:2009,"(97.75, 251.50)",,,
15:41:32:2153,"(97.75, 251.50)",,,
15:41:32:2377,"(97.75, 251.50)",,,
15:41:32:2522,"(97.75, 251.50)",,,
15:41:32:2651,"(97.75, 251.50)",,,
15:41:32:2799,"(97.75, 251.50)",,,
15:41:32:2907,"(97.75, 251.50)",,,
15:41:32:2993,"(97.75, 251.50)",,,
15:41:32:3125,"(97.75, 251.50)",,,
15:41:32:3218,"(97.75, 251.50)",,,
15:41:32:3317,"(97.75, 251.50)",,,
15:41:32:3404,"(97.75, 251.50)",,,
15:41:32:3500,"(97.75, 251.50)",,,
15:41:32:3587,"(97.75, 251.50)",,,
15:41:32:3683,"(97.75, 251.50)",,,
15:41:32:3765,"(97.75, 251.50)",,,
15:41:32:3896,"(122.75, 232.50)",,,
15:41:32:4008,"(187.75, 217.50)",,,
15:41:32:4099,"(187.75, 217.50)",,,
15:41:32:4214,"(277.75, 199.50)",,,
15:41:32:4323,"(349.75, 184.50)",,,
15:41:32:4439,"(537.75, 152.50)",,,
15:41:32:4545,"(629.75, 139.50)",,,
15:41:32:4668,"(774.75, 124.50)",,,
15:41:32:4793,"(837.75, 117.50)",,,
15:41:32:4905,"(917.75, 112.50)",,,
15:41:32:5011,"(932.75, 112.50)",,,
15:41:32:5122,"(932.75, 112.50)",,,
15:41:32:5203,"(932.75, 112.50)",,,
15:41:32:5312,"(932.75, 112.50)",,,
15:41:32:5415,"(925.75, 116.50)",,,
15:41:32:5531,"(915.75, 119.50)",,,
15:41:32:5642,"(902.75, 124.50)",,,
15:41:32:5751,"(895.75, 124.50)",,,
15:41:32:5868,"(875.75, 129.50)",,,
15:41:32:5986,"(865.75, 129.50)",,,
15:41:32:6090,"(840.75, 129.50)",,,
15:41:32:6200,"(825.75, 129.50)",,,
15:41:32:6312,"(807.75, 127.50)",,,
15:41:32:6408,"(787.75, 122.50)",,,
15:41:32:6529,"(767.75, 117.50)",,,
15:41:32:6657,"(742.75, 112.50)",,,
15:41:32:6769,"(725.75, 102.50)",,,
15:41:32:6876,"(720.75, 97.50)",,,
15:41:32:6992,"(715.75, 92.50)",,,
15:41:32:7108,"(712.75, 89.50)",,,
15:41:32:7218,"(710.75, 84.50)",,,
15:41:32:7337,"(710.75, 82.50)",,,
15:41:32:7446,"(707.75, 79.50)",,,
15:41:32:7568,"(707.75, 77.50)",,,
15:41:32:7666,"(707.75, 72.50)",,,
15:41:32:7784,"(707.75, 69.50)",,,
15:41:32:7890,"(707.75, 62.50)",,,
15:41:32:8011,"(707.75, 57.50)",,,
15:41:32:8119,"(707.75, 52.50)",,,
15:41:32:8205,"(707.75, 52.50)",,,
15:41:32:8316,"(707.75, 52.50)",,,
15:41:32:8427,"(707.75, 47.50)",,,
15:41:32:8542,"(707.75, 47.50)",,,
15:41:32:8668,"(707.75, 44.50)",,,
15:41:32:8804,"(707.75, 44.50)",,,
15:41:32:8930,"(707.75, 44.50)",,,
15:41:32:9071,"(707.75, 44.50)",,,
15:41:32:9227,"(707.75, 44.50)",,,
15:41:32:9367,"(707.75, 44.50)",,,
15:41:32:9500,"(707.75, 44.50)",,,
15:41:32:9632,"(707.75, 44.50)",,,
15:41:32:9798,"(709.75, 42.50)",,,
15:41:32:9980,"(717.75, 39.50)",,,
15:41:33:0166,"(722.75, 37.50)",,,
15:41:33:0330,"(722.75, 37.50)",,,
15:41:33:0477,"(722.75, 37.50)",,,
15:41:33:0599,"(722.75, 37.50)",,,
15:41:33:0766,"(722.75, 37.50)",,,
15:41:33:0913,"(722.75, 37.50)",,,
15:41:33:1052,"(722.75, 37.50)",,,
15:41:33:1229,"(722.75, 37.50)",,,
15:41:33:1370,"(722.75, 37.50)",,,
15:41:33:1505,"(722.75, 37.50)",,,
15:41:33:1649,"(722.75, 37.50)",,,
15:41:33:1791,"(722.75, 37.50)",,,
15:41:33:1929,"(722.75, 37.50)",,,
15:41:33:2082,"(722.75, 37.50)",,,
15:41:33:2218,"(722.75, 37.50)",,,
15:41:33:2354,"(722.75, 37.50)",,,
15:41:33:2500,"(722.75, 37.50)",,,
15:41:33:2633,"(722.75, 37.50)",,,
15:41:33:2860,"(722.75, 37.50)",,,
15:41:33:3022,"(722.75, 37.50)",,,
15:41:33:3163,"(722.75, 37.50)",,,
15:41:33:3303,"(722.75, 37.50)",,,
15:41:33:3429,"(722.75, 37.50)",,,
15:41:33:3570,"(722.75, 37.50)",,,
15:41:33:3706,"(722.75, 37.50)",,,
15:41:33:3848,"(722.75, 37.50)",,,
15:41:33:3965,"(722.75, 37.50)",,,
15:41:33:4067,"(722.75, 37.50)",,,
15:41:33:4167,"(722.75, 37.50)",,,
15:41:33:4264,"(722.75, 37.50)",,,
15:41:33:4362,"(722.75, 37.50)",,,
15:41:33:4454,"(722.75, 37.50)",,,
15:41:33:4550,"(722.75, 37.50)",,,
15:41:33:4648,"(722.75, 37.50)",,,
15:41:33:4747,"(722.75, 37.50)",,,
