timestamp,missionName,lastMissionState,missionEvent
11:56:28:9809,,,
11:56:33:9348,W-50_S-1,,nextMission
11:56:52:1714,,failed,
11:56:57:5015,,success,
11:57:00:2450,,success,
11:57:03:2249,,success,
11:57:08:8403,,success,
11:57:28:4209,,success,
11:57:31:2050,,success,
11:57:33:8543,,failed,
