timestamp,missionName,lastMissionState,missionEvent
11:23:25:9575,,,
11:23:40:4978,W-26_S-1,,nextMission
11:23:42:8732,W-26_S-1,,nextMission
11:24:03:3225,W-26_S-1,,nextMission
